id,Source,Destination,Route,Distance_in_km
450,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
451,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
452,Delhi,Cochin,DEL;GOI;BOM;COK,"2,992.86"
453,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
454,Banglore,Delhi,BLR;DEL,"1,710.05"
455,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
456,Delhi,Cochin,DEL;GOI;BOM;COK,"2,992.86"
457,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
458,Chennai,Kolkata,MAA;CCU,"1,385.71"
459,Kolkata,Banglore,CCU;PNQ;BLR,"2,300.00"
460,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
461,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
462,Banglore,Delhi,BLR;DEL,"1,710.05"
463,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
464,Banglore,New Delhi,BLR;DEL,"1,710.05"
465,Kolkata,Banglore,CCU;BLR,"1,546.84"
466,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
467,Kolkata,Banglore,CCU;BLR,"1,546.84"
468,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
469,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
470,Banglore,Delhi,BLR;DEL,"1,710.05"
471,Delhi,Cochin,DEL;UDR;BOM;COK,"2,230.28"
472,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
473,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
474,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
475,Banglore,New Delhi,BLR;DEL,"1,710.05"
476,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
477,Banglore,Delhi,BLR;DEL,"1,710.05"
478,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
479,Banglore,Delhi,BLR;DEL,"1,710.05"
480,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
481,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
482,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
483,Kolkata,Banglore,CCU;PNQ;BLR,"2,300.00"
484,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
485,Kolkata,Banglore,CCU;BLR,"1,546.84"
486,Chennai,Kolkata,MAA;CCU,"1,385.71"
487,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
488,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
489,Chennai,Kolkata,MAA;CCU,"1,385.71"
490,Banglore,New Delhi,BLR;CCU;GAU;DEL,"3,500.67"
491,Banglore,New Delhi,BLR;CCU;DEL,"2,859.52"
492,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
493,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
494,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
495,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
496,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
497,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
498,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
499,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
500,Delhi,Cochin,DEL;BDQ;BOM;COK,"2,221.31"
501,Banglore,Delhi,BLR;DEL,"1,710.05"
502,Mumbai,Hyderabad,BOM;HYD,619.84
503,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
504,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
505,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
506,Mumbai,Hyderabad,BOM;HYD,619.84
507,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
508,Chennai,Kolkata,MAA;CCU,"1,385.71"
509,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
510,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
511,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
512,Mumbai,Hyderabad,BOM;HYD,619.84
513,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
514,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
515,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
516,Delhi,Cochin,DEL;GOI;BOM;COK,"2,992.86"
517,Chennai,Kolkata,MAA;CCU,"1,385.71"
518,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
519,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
520,Banglore,Delhi,BLR;DEL,"1,710.05"
521,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
522,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
523,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
524,Chennai,Kolkata,MAA;CCU,"1,385.71"
525,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
526,Kolkata,Banglore,CCU;IXR;DEL;BLR,"3,045.91"
527,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
528,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
529,Banglore,Delhi,BLR;DEL,"1,710.05"
530,Delhi,Cochin,DEL;COK,"2,048.91"
531,Kolkata,Banglore,CCU;DEL;COK;BLR,"3,728.85"
532,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
533,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
534,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
535,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
536,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
537,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
538,Chennai,Kolkata,MAA;CCU,"1,385.71"
539,Banglore,Delhi,BLR;DEL,"1,710.05"
540,Kolkata,Banglore,CCU;BLR,"1,546.84"
541,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
542,Kolkata,Banglore,CCU;BLR,"1,546.84"
543,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
544,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
545,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
546,Mumbai,Hyderabad,BOM;HYD,619.84
547,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
548,Kolkata,Banglore,CCU;BLR,"1,546.84"
549,Banglore,Delhi,BLR;DEL,"1,710.05"
550,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
551,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
552,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
553,Chennai,Kolkata,MAA;CCU,"1,385.71"
554,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
555,Banglore,Delhi,BLR;DEL,"1,710.05"
556,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
557,Delhi,Cochin,DEL;COK,"2,048.91"
558,Banglore,Delhi,BLR;DEL,"1,710.05"
559,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
560,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
561,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
562,Kolkata,Banglore,CCU;BLR,"1,546.84"
563,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
564,Delhi,Cochin,DEL;COK,"2,048.91"
565,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
566,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
567,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
568,Banglore,Delhi,BLR;DEL,"1,710.05"
569,Kolkata,Banglore,CCU;BLR,"1,546.84"
570,Mumbai,Hyderabad,BOM;HYD,619.84
571,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
572,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
573,Banglore,New Delhi,BLR;DEL,"1,710.05"
574,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
575,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
576,Banglore,New Delhi,BLR;DEL,"1,710.05"
577,Delhi,Cochin,DEL;CCU;BOM;COK,"4,041.99"
578,Kolkata,Banglore,CCU;BLR,"1,546.84"
579,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
580,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
581,Banglore,Delhi,BLR;DEL,"1,710.05"
582,Delhi,Cochin,DEL;COK,"2,048.91"
583,Kolkata,Banglore,CCU;BLR,"1,546.84"
584,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
585,Mumbai,Hyderabad,BOM;HYD,619.84
586,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
587,Banglore,Delhi,BLR;DEL,"1,710.05"
588,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
589,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
590,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
591,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
592,Banglore,Delhi,BLR;DEL,"1,710.05"
593,Banglore,Delhi,BLR;DEL,"1,710.05"
594,Banglore,Delhi,BLR;DEL,"1,710.05"
595,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
596,Chennai,Kolkata,MAA;CCU,"1,385.71"
597,Banglore,New Delhi,BLR;PNQ;DEL,"1,879.15"
598,Mumbai,Hyderabad,BOM;JDH;DEL;HYD,"2,523.54"
599,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
600,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
601,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
602,Kolkata,Banglore,CCU;BLR,"1,546.84"
603,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
604,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
605,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
606,Banglore,New Delhi,BLR;COK;DEL,"2,416.17"
607,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
608,Kolkata,Banglore,CCU;BLR,"1,546.84"
609,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
610,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
611,Banglore,Delhi,BLR;DEL,"1,710.05"
612,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
613,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
614,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
615,Kolkata,Banglore,CCU;BLR,"1,546.84"
616,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
617,Kolkata,Banglore,CCU;BLR,"1,546.84"
618,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
619,Banglore,Delhi,BLR;DEL,"1,710.05"
620,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
621,Banglore,New Delhi,BLR;BOM;BHO;DEL,"2,079.32"
622,Banglore,New Delhi,BLR;HYD;DEL,"1,723.47"
623,Banglore,Delhi,BLR;DEL,"1,710.05"
624,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
625,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
626,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
627,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
628,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
629,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
630,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
631,Banglore,New Delhi,BLR;HYD;DEL,"1,723.47"
632,Kolkata,Banglore,CCU;BLR,"1,546.84"
633,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
634,Banglore,Delhi,BLR;DEL,"1,710.05"
635,Banglore,Delhi,BLR;DEL,"1,710.05"
636,Mumbai,Hyderabad,BOM;HYD,619.84
637,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
638,Banglore,Delhi,BLR;DEL,"1,710.05"
639,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
640,Chennai,Kolkata,MAA;CCU,"1,385.71"
641,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
642,Banglore,Delhi,BLR;DEL,"1,710.05"
643,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
644,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
645,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
646,Banglore,Delhi,BLR;DEL,"1,710.05"
647,Delhi,Cochin,DEL;HYD;BOM;COK,"2,934.74"
648,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
649,Mumbai,Hyderabad,BOM;HYD,619.84
650,Chennai,Kolkata,MAA;CCU,"1,385.71"
651,Kolkata,Banglore,CCU;BBI;BLR,"1,547.57"
652,Banglore,New Delhi,BLR;DEL,"1,710.05"
653,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
654,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
655,Mumbai,Hyderabad,BOM;HYD,619.84
656,Mumbai,Hyderabad,BOM;HYD,619.84
657,Kolkata,Banglore,CCU;GAU;DEL;BLR,"3,663.88"
658,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
659,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
660,Banglore,Delhi,BLR;DEL,"1,710.05"
661,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
662,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
663,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
664,Chennai,Kolkata,MAA;CCU,"1,385.71"
665,Banglore,Delhi,BLR;DEL,"1,710.05"
666,Kolkata,Banglore,CCU;BOM;GOI;BLR,"2,573.23"
667,Banglore,Delhi,BLR;DEL,"1,710.05"
668,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
669,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
670,Mumbai,Hyderabad,BOM;HYD,619.84
671,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
672,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
673,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
674,Delhi,Cochin,DEL;UDR;BOM;COK,"2,230.28"
675,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
676,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
677,Banglore,Delhi,BLR;DEL,"1,710.05"
678,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
679,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
680,Chennai,Kolkata,MAA;CCU,"1,385.71"
681,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
682,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
683,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
684,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
685,Banglore,Delhi,BLR;DEL,"1,710.05"
686,Delhi,Cochin,DEL;AMD;COK,"2,248.45"
687,Chennai,Kolkata,MAA;CCU,"1,385.71"
688,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
689,Chennai,Kolkata,MAA;CCU,"1,385.71"
690,Banglore,Delhi,BLR;DEL,"1,710.05"
691,Mumbai,Hyderabad,BOM;HYD,619.84
692,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
693,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
694,Banglore,New Delhi,BLR;LKO;DEL,"1,967.59"
695,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
696,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
697,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
698,Chennai,Kolkata,MAA;CCU,"1,385.71"
699,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
700,Delhi,Cochin,DEL;ATQ;BOM;COK,"2,894.29"
701,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
702,Banglore,Delhi,BLR;DEL,"1,710.05"
703,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
704,Kolkata,Banglore,CCU;BLR,"1,546.84"
705,Banglore,Delhi,BLR;DEL,"1,710.05"
706,Chennai,Kolkata,MAA;CCU,"1,385.71"
707,Kolkata,Banglore,CCU;GAU;BLR,"2,537.70"
708,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
709,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
710,Banglore,Delhi,BLR;DEL,"1,710.05"
711,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
712,Mumbai,Hyderabad,BOM;HYD,619.84
713,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
714,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
715,Kolkata,Banglore,CCU;BLR,"1,546.84"
716,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
717,Chennai,Kolkata,MAA;CCU,"1,385.71"
718,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
719,Mumbai,Hyderabad,BOM;HYD,619.84
720,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
721,Delhi,Cochin,DEL;UDR;BOM;COK,"2,230.28"
722,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
723,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
724,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
725,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
726,Kolkata,Banglore,CCU;BLR,"1,546.84"
727,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
728,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
729,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
730,Mumbai,Hyderabad,BOM;GOI;HYD,966.11
731,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
732,Banglore,Delhi,BLR;DEL,"1,710.05"
733,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
734,Chennai,Kolkata,MAA;CCU,"1,385.71"
735,Mumbai,Hyderabad,BOM;HYD,619.84
736,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
737,Kolkata,Banglore,CCU;BLR,"1,546.84"
738,Kolkata,Banglore,CCU;BLR,"1,546.84"
739,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
740,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
741,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
742,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
743,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
744,Delhi,Cochin,DEL;BHO;BOM;COK,"2,308.97"
745,Mumbai,Hyderabad,BOM;HYD,619.84
746,Banglore,New Delhi,BLR;DEL,"1,710.05"
747,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
748,Banglore,Delhi,BLR;DEL,"1,710.05"
749,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
750,Mumbai,Hyderabad,BOM;HYD,619.84
751,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
752,Banglore,Delhi,BLR;DEL,"1,710.05"
753,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
754,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
755,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
756,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
757,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
758,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
759,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
760,Banglore,Delhi,BLR;DEL,"1,710.05"
761,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
762,Mumbai,Hyderabad,BOM;HYD,619.84
763,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
764,Mumbai,Hyderabad,BOM;HYD,619.84
765,Banglore,Delhi,BLR;DEL,"1,710.05"
766,Kolkata,Banglore,CCU;BLR,"1,546.84"
767,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
768,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
769,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
770,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
771,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
772,Banglore,Delhi,BLR;DEL,"1,710.05"
773,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
774,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
775,Banglore,New Delhi,BLR;DEL,"1,710.05"
776,Chennai,Kolkata,MAA;CCU,"1,385.71"
777,Delhi,Cochin,DEL;COK,"2,048.91"
778,Banglore,Delhi,BLR;DEL,"1,710.05"
779,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
780,Banglore,Delhi,BLR;DEL,"1,710.05"
781,Kolkata,Banglore,CCU;BLR,"1,546.84"
782,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
783,Delhi,Cochin,DEL;LKO;BOM;COK,"2,670.87"
784,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
785,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
786,Banglore,New Delhi,BLR;BOM;BHO;DEL,"2,079.32"
787,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
788,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
789,Chennai,Kolkata,MAA;CCU,"1,385.71"
790,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
791,Kolkata,Banglore,CCU;BOM;AMD;BLR,"3,331.54"
792,Banglore,Delhi,BLR;DEL,"1,710.05"
793,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
794,Banglore,New Delhi,BLR;DEL,"1,710.05"
795,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
796,Banglore,New Delhi,BLR;HYD;DEL,"1,723.47"
797,Banglore,Delhi,BLR;DEL,"1,710.05"
798,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
799,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
800,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
801,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
802,Banglore,Delhi,BLR;DEL,"1,710.05"
803,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
804,Banglore,New Delhi,BLR;CCU;GAU;DEL,"3,500.67"
805,Banglore,New Delhi,BLR;DEL,"1,710.05"
806,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
807,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
808,Banglore,Delhi,BLR;DEL,"1,710.05"
809,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
810,Chennai,Kolkata,MAA;CCU,"1,385.71"
811,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
812,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
813,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
814,Banglore,Delhi,BLR;DEL,"1,710.05"
815,Banglore,Delhi,BLR;DEL,"1,710.05"
816,Banglore,Delhi,BLR;DEL,"1,710.05"
817,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
818,Banglore,Delhi,BLR;DEL,"1,710.05"
819,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
820,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
821,Banglore,Delhi,BLR;DEL,"1,710.05"
822,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
823,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
824,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
825,Delhi,Cochin,DEL;COK,"2,048.91"
826,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
827,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
828,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
829,Banglore,Delhi,BLR;DEL,"1,710.05"
830,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
831,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
832,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
833,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
834,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
835,Kolkata,Banglore,CCU;BLR,"1,546.84"
836,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
837,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
838,Mumbai,Hyderabad,BOM;HYD,619.84
839,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
840,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
841,Banglore,Delhi,BLR;DEL,"1,710.05"
842,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
843,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
844,Banglore,Delhi,BLR;DEL,"1,710.05"
845,Mumbai,Hyderabad,BOM;HYD,619.84
846,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
847,Delhi,Cochin,DEL;LKO;BOM;COK,"2,670.87"
848,Banglore,Delhi,BLR;DEL,"1,710.05"
849,Kolkata,Banglore,CCU;BOM;AMD;BLR,"3,331.54"
850,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
851,Banglore,Delhi,BLR;DEL,"1,710.05"
852,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
853,Kolkata,Banglore,CCU;BLR,"1,546.84"
854,Kolkata,Banglore,CCU;PNQ;BLR,"2,300.00"
855,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
856,Banglore,Delhi,BLR;DEL,"1,710.05"
857,Kolkata,Banglore,CCU;DEL;AMD;BLR,"3,291.09"
858,Banglore,New Delhi,BLR;DEL,"1,710.05"
859,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
860,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
861,Banglore,New Delhi,BLR;DEL,"1,710.05"
862,Delhi,Cochin,DEL;COK,"2,048.91"
863,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
864,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
865,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
866,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
867,Delhi,Cochin,DEL;COK,"2,048.91"
868,Mumbai,Hyderabad,BOM;HYD,619.84
869,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
870,Banglore,New Delhi,BLR;MAA;DEL,"2,028.62"
871,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
872,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
873,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
874,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
875,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
876,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
877,Banglore,Delhi,BLR;DEL,"1,710.05"
878,Delhi,Cochin,DEL;PNQ;COK,"2,131.16"
879,Kolkata,Banglore,CCU;BLR,"1,546.84"
880,Kolkata,Banglore,CCU;BLR,"1,546.84"
881,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
882,Kolkata,Banglore,CCU;BOM;COK;BLR,"3,096.57"
883,Mumbai,Hyderabad,BOM;HYD,619.84
884,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
885,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
886,Banglore,Delhi,BLR;DEL,"1,710.05"
887,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
888,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
889,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
890,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
891,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
892,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
893,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
894,Kolkata,Banglore,CCU;IXR;DEL;BLR,"3,045.91"
895,Kolkata,Banglore,CCU;BBI;BLR,"1,547.57"
896,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
897,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
898,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
