id,Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
286,Multiple carriers,Delhi,Cochin,27/05/2019,17:30,8h,1 stop,In-flight meal not included,80.388
287,IndiGo,Banglore,Delhi,12/05/2019,16:55,3h,non-stop,No info,53.053
288,Jet Airways,Delhi,Cochin,24/06/2019,09:00,27h 35m,1 stop,In-flight meal not included,112.882
289,Jet Airways,Delhi,Cochin,27/05/2019,20:55,7h 30m,1 stop,In-flight meal not included,141.878
290,Air India,Banglore,New Delhi,12/03/2019,17:25,22h 55m,2 stops,No info,140.558
291,IndiGo,Delhi,Cochin,3/03/2019,04:45,8h 35m,1 stop,No info,163.581
292,Air India,Delhi,Cochin,21/03/2019,13:20,29h 55m,2 stops,No info,95.788
293,Jet Airways,Kolkata,Banglore,6/06/2019,20:00,22h 15m,1 stop,In-flight meal not included,119.284
294,SpiceJet,Mumbai,Hyderabad,6/03/2019,05:45,1h 20m,non-stop,No info,45.419
295,IndiGo,Kolkata,Banglore,18/05/2019,21:25,2h 40m,non-stop,No info,52.844
296,Jet Airways,Banglore,Delhi,6/05/2019,08:20,3h,non-stop,No info,79.519
297,Jet Airways,Banglore,New Delhi,21/03/2019,07:00,12h 10m,1 stop,In-flight meal not included,86.152
298,SpiceJet,Chennai,Kolkata,18/03/2019,09:30,2h 35m,non-stop,No info,42.449
299,Multiple carriers,Delhi,Cochin,6/06/2019,07:30,11h 45m,1 stop,No info,99.011
300,Vistara,Banglore,Delhi,9/05/2019,17:00,2h 35m,non-stop,No info,53.658
301,IndiGo,Mumbai,Hyderabad,3/05/2019,02:35,1h 30m,non-stop,No info,30.294
302,Vistara,Banglore,Delhi,27/06/2019,07:00,2h 40m,non-stop,No info,51.348
303,Air Asia,Kolkata,Banglore,12/05/2019,10:20,2h 35m,non-stop,No info,57.376
304,Jet Airways,Delhi,Cochin,6/06/2019,05:30,22h 55m,2 stops,In-flight meal not included,114.048
305,IndiGo,Delhi,Cochin,9/03/2019,06:40,14h 40m,2 stops,No info,89.606
306,Jet Airways,Delhi,Cochin,27/03/2019,13:00,15h 25m,1 stop,No info,134.662
307,Jet Airways,Banglore,New Delhi,15/03/2019,08:00,7h 15m,1 stop,In-flight meal not included,100.474
308,Air India,Delhi,Cochin,6/06/2019,13:15,20h 10m,2 stops,No info,120.329
309,Air India,Delhi,Cochin,6/06/2019,10:55,20h 45m,2 stops,No info,129.283
310,SpiceJet,Kolkata,Banglore,24/04/2019,17:10,2h 30m,non-stop,No info,45.914
311,Jet Airways,Kolkata,Banglore,21/05/2019,20:00,23h 50m,1 stop,In-flight meal not included,119.284
312,Jet Airways,Delhi,Cochin,3/06/2019,16:00,27h,1 stop,No info,161.854
313,Jet Airways,Kolkata,Banglore,12/06/2019,06:30,5h 30m,1 stop,In-flight meal not included,108.889
314,IndiGo,Delhi,Cochin,3/03/2019,09:10,11h 50m,1 stop,No info,163.581
315,IndiGo,Chennai,Kolkata,6/03/2019,13:20,2h 15m,non-stop,No info,80.245
316,Air India,Delhi,Cochin,6/06/2019,18:45,24h 30m,2 stops,No info,148.115
317,SpiceJet,Chennai,Kolkata,21/05/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
318,Multiple carriers,Delhi,Cochin,27/06/2019,19:00,6h 30m,1 stop,No info,79.178
319,Jet Airways,Delhi,Cochin,1/06/2019,08:00,20h 25m,1 stop,In-flight meal not included,112.882
320,IndiGo,Kolkata,Banglore,15/03/2019,15:20,2h 35m,non-stop,No info,45.628
321,Jet Airways,Banglore,Delhi,27/06/2019,15:15,2h 55m,non-stop,No info,88.176
322,Jet Airways,Delhi,Cochin,9/06/2019,22:50,5h 35m,1 stop,In-flight meal not included,112.882
323,SpiceJet,Kolkata,Banglore,15/06/2019,14:55,2h 30m,non-stop,No check-in baggage included,42.251
324,Jet Airways,Banglore,New Delhi,12/03/2019,09:45,14h 45m,1 stop,No info,126.577
325,Jet Airways,Kolkata,Banglore,1/05/2019,08:25,12h 20m,1 stop,No info,162.591
326,Jet Airways,Delhi,Cochin,27/05/2019,17:30,25h 30m,1 stop,No info,176.869
327,Jet Airways,Delhi,Cochin,27/05/2019,22:50,5h 35m,1 stop,In-flight meal not included,141.878
328,Multiple carriers,Delhi,Cochin,6/03/2019,07:30,11h 45m,1 stop,No info,168.883
329,IndiGo,Banglore,New Delhi,24/03/2019,18:25,2h 55m,non-stop,No info,80.333
330,SpiceJet,Kolkata,Banglore,24/03/2019,15:05,5h 40m,1 stop,No info,68.167
331,Air India,Kolkata,Banglore,9/06/2019,09:10,4h 5m,1 stop,No info,98.956
332,IndiGo,Delhi,Cochin,21/03/2019,14:20,8h,1 stop,No info,71.808
333,GoAir,Banglore,Delhi,9/04/2019,20:55,2h 45m,non-stop,No info,46.629
334,IndiGo,Kolkata,Banglore,12/03/2019,20:25,2h 40m,non-stop,No info,45.628
335,SpiceJet,Banglore,Delhi,24/05/2019,21:10,2h 55m,non-stop,No info,43.681
336,Air Asia,Kolkata,Banglore,6/05/2019,07:35,15h 55m,1 stop,No info,57.112
337,Jet Airways,Delhi,Cochin,9/04/2019,13:25,23h 10m,2 stops,No info,104.313
338,Jet Airways,Delhi,Cochin,3/06/2019,11:40,7h 20m,2 stops,No info,206.844
339,Air India,Delhi,Cochin,18/06/2019,05:10,2h 50m,non-stop,No info,57.211
340,Jet Airways,Delhi,Cochin,27/05/2019,11:30,7h 30m,1 stop,No info,176.869
341,Jet Airways,Banglore,Delhi,15/06/2019,19:50,3h,non-stop,In-flight meal not included,79.519
342,Multiple carriers,Delhi,Cochin,27/05/2019,17:45,7h 45m,1 stop,No info,74.745
343,Jet Airways,Kolkata,Banglore,9/05/2019,09:35,25h 20m,1 stop,No info,120.483
344,Multiple carriers,Delhi,Cochin,24/06/2019,15:05,10h 25m,2 stops,No info,175.615
345,Air India,Delhi,Cochin,9/04/2019,12:55,30h 20m,2 stops,No info,109.648
346,IndiGo,Kolkata,Banglore,6/06/2019,22:15,2h 35m,non-stop,No info,52.844
347,Jet Airways,Delhi,Cochin,27/05/2019,10:00,9h,1 stop,No info,176.869
348,Jet Airways,Delhi,Cochin,12/06/2019,21:25,15h 10m,2 stops,In-flight meal not included,126.577
349,Air India,Kolkata,Banglore,9/06/2019,09:25,28h 20m,2 stops,No info,126.962
350,Jet Airways,Banglore,Delhi,24/04/2019,17:45,3h,non-stop,No info,79.519
351,Jet Airways,Banglore,Delhi,27/04/2019,06:00,2h 45m,non-stop,In-flight meal not included,49.984
352,IndiGo,Delhi,Cochin,15/05/2019,05:10,4h 55m,1 stop,No info,71.456
353,IndiGo,Kolkata,Banglore,15/06/2019,21:25,2h 40m,non-stop,No info,52.844
354,Air India,Banglore,New Delhi,01/03/2019,11:05,22h 10m,1 stop,No info,147.829
355,Jet Airways,Delhi,Cochin,27/03/2019,18:15,10h 10m,1 stop,In-flight meal not included,71.94
356,IndiGo,Banglore,Delhi,1/06/2019,23:30,2h 50m,non-stop,No info,50.501
357,IndiGo,Banglore,New Delhi,18/03/2019,16:15,4h 20m,1 stop,No info,48.807
358,Air Asia,Delhi,Cochin,21/03/2019,20:10,11h,1 stop,No info,67.661
359,Jet Airways,Banglore,Delhi,21/06/2019,17:45,3h,non-stop,In-flight meal not included,85.294
360,Jet Airways,Delhi,Cochin,24/06/2019,14:00,22h 35m,1 stop,In-flight meal not included,112.882
361,Jet Airways,Banglore,Delhi,9/06/2019,18:55,3h 5m,non-stop,No info,88.176
362,SpiceJet,Kolkata,Banglore,24/03/2019,06:55,2h 40m,non-stop,No check-in baggage included,52.591
363,Vistara,Banglore,Delhi,27/06/2019,11:30,2h 50m,non-stop,No info,51.348
364,Air India,Banglore,New Delhi,06/03/2019,11:50,21h 5m,1 stop,No info,160.534
365,Jet Airways,Kolkata,Banglore,24/03/2019,16:55,11h 50m,1 stop,No info,156.541
366,Air India,Delhi,Cochin,15/05/2019,05:15,25h 35m,1 stop,No info,92.675
367,Multiple carriers,Delhi,Cochin,12/06/2019,07:05,15h 25m,1 stop,No info,106.106
368,IndiGo,Chennai,Kolkata,3/03/2019,14:40,2h 25m,non-stop,No info,80.245
369,Air Asia,Kolkata,Banglore,9/04/2019,06:50,3h 40m,1 stop,No info,56.782
370,IndiGo,Banglore,New Delhi,09/03/2019,18:25,2h 55m,non-stop,No info,75.46
371,Vistara,Delhi,Cochin,15/04/2019,06:00,3h 10m,non-stop,No info,68.376
372,Air Asia,Kolkata,Banglore,24/05/2019,07:35,11h 50m,1 stop,No info,57.112
373,IndiGo,Banglore,Delhi,9/04/2019,20:00,2h 50m,non-stop,No info,53.053
374,SpiceJet,Banglore,Delhi,3/04/2019,09:30,2h 50m,non-stop,No check-in baggage included,43.109
375,IndiGo,Mumbai,Hyderabad,3/06/2019,19:05,1h 30m,non-stop,No info,30.294
376,Multiple carriers,Delhi,Cochin,9/05/2019,07:30,11h 30m,1 stop,No info,102.465
377,Multiple carriers,Delhi,Cochin,27/03/2019,10:00,8h 50m,1 stop,No info,128.337
378,Jet Airways,Kolkata,Banglore,12/06/2019,08:25,20h 15m,1 stop,In-flight meal not included,68.464
379,Air India,Kolkata,Banglore,24/03/2019,09:25,20h 10m,2 stops,No info,146.839
380,Jet Airways,Banglore,New Delhi,18/03/2019,16:55,16h 5m,1 stop,In-flight meal not included,121.957
381,Multiple carriers,Delhi,Cochin,6/03/2019,13:00,12h 35m,1 stop,No info,171.633
382,Jet Airways,Delhi,Cochin,9/05/2019,19:30,17h 5m,2 stops,No info,166.419
383,IndiGo,Banglore,Delhi,9/04/2019,16:55,3h,non-stop,No info,53.053
384,Vistara,Kolkata,Banglore,1/05/2019,07:10,15h 30m,1 stop,No info,92.972
385,Multiple carriers,Delhi,Cochin,6/06/2019,07:30,11h 30m,1 stop,No info,137.764
386,SpiceJet,Chennai,Kolkata,27/03/2019,17:45,2h 20m,non-stop,No info,37.224
387,Jet Airways,Delhi,Cochin,1/06/2019,19:15,23h 45m,1 stop,In-flight meal not included,112.882
388,SpiceJet,Mumbai,Hyderabad,18/06/2019,13:15,1h 30m,non-stop,No check-in baggage included,21.615
389,IndiGo,Kolkata,Banglore,18/05/2019,22:15,2h 35m,non-stop,No info,52.844
390,Jet Airways,Delhi,Cochin,27/05/2019,18:15,24h 45m,1 stop,No info,176.869
391,Jet Airways,Delhi,Cochin,1/06/2019,21:25,21h 35m,2 stops,No info,146.212
392,Air Asia,Delhi,Cochin,9/05/2019,07:55,5h 30m,1 stop,No info,74.261
393,Air India,Delhi,Cochin,15/05/2019,07:00,12h 15m,1 stop,No info,95.359
394,IndiGo,Delhi,Cochin,3/03/2019,17:30,8h 5m,1 stop,No info,163.581
395,Jet Airways,Delhi,Cochin,21/05/2019,14:00,5h,1 stop,In-flight meal not included,141.878
396,SpiceJet,Banglore,Delhi,6/06/2019,09:30,2h 50m,non-stop,No check-in baggage included,43.109
397,Multiple carriers,Delhi,Cochin,1/03/2019,12:50,6h 25m,1 stop,No info,406.813
398,IndiGo,Chennai,Kolkata,3/06/2019,19:35,2h 20m,non-stop,No info,39.567
399,Air India,Banglore,New Delhi,09/03/2019,17:00,2h 45m,non-stop,No info,118.151
400,Air India,Kolkata,Banglore,6/06/2019,16:50,12h 45m,2 stops,No info,125.752
401,Jet Airways,Banglore,New Delhi,12/03/2019,18:55,15h 50m,1 stop,In-flight meal not included,121.957
402,Jet Airways,Delhi,Cochin,3/06/2019,09:35,27h,2 stops,No info,146.212
403,Air India,Delhi,Cochin,15/06/2019,05:15,26h 25m,3 stops,No info,115.423
404,GoAir,Banglore,New Delhi,09/03/2019,07:45,2h 55m,non-stop,No info,83.941
405,Air India,Delhi,Cochin,6/06/2019,06:50,24h 50m,2 stops,No info,147.191
406,Jet Airways,Kolkata,Banglore,6/06/2019,20:00,8h 40m,1 stop,No info,151.041
407,Air India,Delhi,Cochin,21/05/2019,05:55,25h 45m,2 stops,No info,131.021
408,IndiGo,Banglore,Delhi,18/04/2019,23:30,2h 50m,non-stop,No info,50.501
409,Multiple carriers,Delhi,Cochin,3/06/2019,13:00,6h 15m,1 stop,No info,163.328
410,Multiple carriers,Delhi,Cochin,12/06/2019,08:45,10h 30m,1 stop,No info,90.926
411,Air India,Delhi,Cochin,18/05/2019,17:15,26h,2 stops,No info,136.312
412,Jet Airways,Kolkata,Banglore,12/06/2019,18:55,17h 5m,1 stop,No info,143.484
413,Jet Airways,Delhi,Cochin,21/05/2019,07:05,21h 20m,1 stop,In-flight meal not included,141.878
414,Jet Airways,Delhi,Cochin,21/03/2019,22:50,5h 35m,1 stop,No info,134.662
415,IndiGo,Banglore,Delhi,18/05/2019,10:10,2h 50m,non-stop,No info,43.373
416,Vistara,Kolkata,Banglore,24/03/2019,20:20,25h 50m,1 stop,No info,122.155
417,Jet Airways,Kolkata,Banglore,12/05/2019,21:10,12h 10m,1 stop,No info,158.268
418,Jet Airways,Delhi,Cochin,18/05/2019,19:30,17h 5m,2 stops,No info,143.154
419,Multiple carriers,Delhi,Cochin,6/03/2019,10:20,8h 30m,1 stop,No info,169.521
420,Jet Airways,Delhi,Cochin,9/03/2019,19:45,23h 5m,1 stop,No info,179.179
421,IndiGo,Delhi,Cochin,15/05/2019,06:50,9h 20m,1 stop,No info,70.862
422,Jet Airways,Kolkata,Banglore,18/05/2019,08:25,7h 55m,1 stop,In-flight meal not included,119.284
423,Jet Airways,Mumbai,Hyderabad,18/05/2019,10:20,1h 30m,non-stop,No info,62.458
424,IndiGo,Banglore,Delhi,12/04/2019,23:30,2h 50m,non-stop,No info,75.966
425,SpiceJet,Chennai,Kolkata,21/05/2019,09:45,2h 15m,non-stop,No check-in baggage included,38.973
426,Jet Airways,Delhi,Cochin,6/06/2019,09:00,10h,1 stop,No info,161.854
427,Vistara Premium economy,Banglore,New Delhi,03/03/2019,16:00,2h 35m,non-stop,No info,129.723
428,Multiple carriers,Delhi,Cochin,15/05/2019,11:30,7h 45m,1 stop,No info,157.553
429,SpiceJet,Banglore,Delhi,9/04/2019,21:10,2h 55m,non-stop,No info,43.681
430,Vistara,Kolkata,Banglore,6/05/2019,20:20,26h 20m,1 stop,No info,92.972
431,Vistara,Banglore,Delhi,12/04/2019,07:00,2h 40m,non-stop,No info,59.433
432,Multiple carriers,Delhi,Cochin,9/05/2019,10:00,11h,1 stop,No info,150.997
433,Air India,Kolkata,Banglore,1/04/2019,10:00,19h 25m,2 stops,No info,139.029
434,Jet Airways,Banglore,Delhi,18/04/2019,15:15,2h 55m,non-stop,In-flight meal not included,57.178
435,Vistara,Banglore,Delhi,1/06/2019,19:30,2h 45m,non-stop,No info,53.658
436,Jet Airways,Delhi,Cochin,18/05/2019,19:45,23h 15m,1 stop,In-flight meal not included,136.103
437,Multiple carriers,Delhi,Cochin,3/03/2019,07:10,9h,1 stop,In-flight meal not included,94.072
438,Vistara,Delhi,Cochin,21/04/2019,14:40,3h 10m,non-stop,No info,74.151
439,Multiple carriers,Delhi,Cochin,9/04/2019,12:50,6h 25m,1 stop,No info,71.291
440,Multiple carriers,Delhi,Cochin,6/06/2019,10:35,8h 40m,1 stop,No info,80.894
441,Air India,Banglore,Delhi,21/04/2019,21:05,2h 50m,non-stop,No info,57.508
442,Jet Airways,Kolkata,Banglore,12/05/2019,08:25,12h 20m,1 stop,In-flight meal not included,119.284
443,IndiGo,Delhi,Cochin,18/05/2019,06:50,5h 20m,1 stop,No info,69.817
444,Air India,Banglore,New Delhi,15/03/2019,08:15,4h,1 stop,No info,55.143
445,Jet Airways,Kolkata,Banglore,9/06/2019,18:55,9h 45m,1 stop,In-flight meal not included,106.293
446,IndiGo,Banglore,Delhi,6/04/2019,18:25,2h 55m,non-stop,No info,53.053
447,Air India,Delhi,Cochin,24/06/2019,16:55,26h 20m,2 stops,No info,147.191
448,SpiceJet,Chennai,Kolkata,1/06/2019,09:45,2h 15m,non-stop,No check-in baggage included,38.973
449,Jet Airways,Kolkata,Banglore,15/05/2019,18:55,9h 45m,1 stop,In-flight meal not included,106.293
450,Jet Airways,Kolkata,Banglore,1/04/2019,18:55,24h 55m,1 stop,In-flight meal not included,77.704
451,Jet Airways,Delhi,Cochin,9/06/2019,07:05,11h 55m,1 stop,In-flight meal not included,112.882
452,Air India,Delhi,Cochin,1/06/2019,10:55,8h 20m,2 stops,No info,143.143
453,Jet Airways,Delhi,Cochin,27/06/2019,19:10,17h 25m,2 stops,No info,168.729
454,GoAir,Banglore,Delhi,18/04/2019,11:40,2h 50m,non-stop,No info,54.307
455,IndiGo,Delhi,Cochin,6/06/2019,05:05,7h 5m,1 stop,No info,74.998
456,Air India,Delhi,Cochin,18/05/2019,22:00,21h 15m,2 stops,No info,114.851
457,Jet Airways,Delhi,Cochin,3/04/2019,14:00,5h,1 stop,In-flight meal not included,56.947
458,IndiGo,Chennai,Kolkata,27/06/2019,11:35,2h 25m,non-stop,No info,42.438
459,IndiGo,Kolkata,Banglore,18/05/2019,21:00,5h 15m,1 stop,No info,71.874
460,Multiple carriers,Delhi,Cochin,15/06/2019,10:20,15h 10m,1 stop,No info,74.745
461,Multiple carriers,Delhi,Cochin,3/06/2019,07:30,11h 45m,1 stop,No info,107.096
462,Jet Airways,Banglore,Delhi,1/05/2019,19:50,3h,non-stop,No info,79.519
463,SpiceJet,Delhi,Cochin,24/04/2019,17:55,4h 55m,1 stop,No info,54.527
464,IndiGo,Banglore,New Delhi,09/03/2019,06:00,2h 45m,non-stop,No info,84.128
465,SpiceJet,Kolkata,Banglore,15/06/2019,14:55,2h 30m,non-stop,No info,42.603
466,Jet Airways,Kolkata,Banglore,12/05/2019,18:55,9h 45m,1 stop,No info,158.268
467,IndiGo,Kolkata,Banglore,6/03/2019,17:15,2h 40m,non-stop,No info,61.798
468,Multiple carriers,Delhi,Cochin,9/06/2019,19:00,6h 30m,1 stop,No info,81.488
469,Air Asia,Delhi,Cochin,3/03/2019,16:45,5h 30m,1 stop,No info,151.514
470,Vistara,Banglore,Delhi,3/05/2019,07:00,2h 40m,non-stop,No info,51.348
471,Jet Airways,Delhi,Cochin,21/03/2019,18:20,34h 5m,2 stops,No info,143.902
472,Air India,Delhi,Cochin,3/06/2019,03:50,15h 25m,1 stop,No info,95.359
473,IndiGo,Delhi,Cochin,24/06/2019,16:00,9h 30m,1 stop,No info,69.476
474,Jet Airways,Delhi,Cochin,6/03/2019,22:20,6h 5m,1 stop,In-flight meal not included,138.413
475,Vistara,Banglore,New Delhi,09/03/2019,16:10,2h 40m,non-stop,No info,87.153
476,GoAir,Delhi,Cochin,3/03/2019,07:00,5h 50m,1 stop,No info,81.158
477,Vistara,Banglore,Delhi,3/06/2019,19:30,2h 45m,non-stop,No info,53.658
478,Jet Airways,Kolkata,Banglore,18/05/2019,16:30,27h 20m,1 stop,In-flight meal not included,119.284
479,Jet Airways,Banglore,Delhi,3/04/2019,08:20,3h,non-stop,No info,79.519
480,SpiceJet,Delhi,Cochin,21/05/2019,06:05,5h 15m,1 stop,No info,69.267
481,Jet Airways,Kolkata,Banglore,12/06/2019,20:00,16h,1 stop,In-flight meal not included,93.819
482,Multiple carriers,Delhi,Cochin,18/05/2019,14:00,7h,1 stop,No info,150.997
483,SpiceJet,Kolkata,Banglore,24/05/2019,08:35,8h 40m,1 stop,No info,73.073
484,Multiple carriers,Delhi,Cochin,9/05/2019,10:00,9h,1 stop,No info,112.167
485,SpiceJet,Kolkata,Banglore,21/04/2019,22:20,2h 20m,non-stop,No info,54.021
486,IndiGo,Chennai,Kolkata,6/03/2019,05:15,2h 20m,non-stop,No info,71.302
487,Jet Airways,Banglore,New Delhi,01/03/2019,08:55,6h 20m,1 stop,No info,295.79
488,IndiGo,Kolkata,Banglore,18/05/2019,19:20,4h 25m,1 stop,No info,40.887
489,IndiGo,Chennai,Kolkata,1/06/2019,13:15,2h 20m,non-stop,No info,39.567
490,Air India,Banglore,New Delhi,18/03/2019,11:05,11h 5m,2 stops,No info,119.306
491,Air India,Banglore,New Delhi,01/03/2019,05:50,16h 55m,1 stop,No info,154.759
492,Jet Airways,Delhi,Cochin,1/04/2019,22:50,13h 45m,1 stop,In-flight meal not included,56.947
493,Air India,Delhi,Cochin,6/03/2019,05:55,25h 45m,2 stops,No info,161.051
494,IndiGo,Delhi,Cochin,6/06/2019,08:35,13h 55m,1 stop,No info,70.862
495,Air India,Delhi,Cochin,21/03/2019,17:45,5h 15m,1 stop,No info,62.744
496,Jet Airways,Kolkata,Banglore,6/05/2019,14:05,19h 15m,1 stop,In-flight meal not included,106.293
497,Jet Airways,Delhi,Cochin,6/06/2019,20:55,7h 30m,1 stop,No info,161.854
498,Jet Airways,Delhi,Cochin,1/04/2019,10:00,9h,1 stop,In-flight meal not included,59.466
499,Vistara,Kolkata,Banglore,15/05/2019,20:20,24h,1 stop,No info,94.71
500,Jet Airways,Delhi,Cochin,12/06/2019,18:25,18h 10m,2 stops,No info,156.607
501,IndiGo,Banglore,Delhi,9/06/2019,07:10,2h 55m,non-stop,No info,53.053
502,IndiGo,Mumbai,Hyderabad,27/03/2019,20:05,1h 30m,non-stop,No info,24.497
503,Jet Airways,Delhi,Cochin,18/05/2019,07:05,21h 20m,1 stop,In-flight meal not included,136.103
504,Air India,Delhi,Cochin,6/06/2019,13:00,6h 15m,1 stop,No info,92.092
505,Jet Airways,Delhi,Cochin,3/03/2019,13:55,14h 30m,1 stop,No info,187.264
506,Air India,Mumbai,Hyderabad,27/05/2019,21:05,1h 20m,non-stop,No info,34.1
507,Jet Airways,Delhi,Cochin,9/03/2019,06:50,12h 55m,1 stop,In-flight meal not included,154.583
508,IndiGo,Chennai,Kolkata,9/05/2019,05:15,2h 25m,non-stop,No info,38.94
509,Vistara,Kolkata,Banglore,21/05/2019,20:20,22h 30m,1 stop,No info,102.795
510,Jet Airways,Delhi,Cochin,1/06/2019,05:30,22h 55m,2 stops,In-flight meal not included,114.048
511,Jet Airways,Banglore,New Delhi,01/03/2019,07:00,5h 25m,1 stop,No info,295.79
512,SpiceJet,Mumbai,Hyderabad,9/03/2019,08:50,1h 25m,non-stop,No info,63.305
513,Jet Airways,Banglore,New Delhi,21/03/2019,08:55,7h 15m,1 stop,In-flight meal not included,86.152
514,Jet Airways,Kolkata,Banglore,6/05/2019,08:25,12h 20m,1 stop,No info,158.268
515,Air India,Delhi,Cochin,27/06/2019,13:15,20h 10m,2 stops,No info,97.229
516,Air India,Delhi,Cochin,3/03/2019,22:00,21h 15m,2 stops,No info,243.056
517,Vistara,Chennai,Kolkata,27/05/2019,07:05,2h 15m,non-stop,No info,40.557
518,Multiple carriers,Delhi,Cochin,15/05/2019,08:30,10h 30m,1 stop,No info,105.897
519,Multiple carriers,Delhi,Cochin,21/03/2019,11:30,14h 5m,1 stop,No info,148.962
520,IndiGo,Banglore,Delhi,27/04/2019,04:00,2h 50m,non-stop,No info,48.653
521,IndiGo,Delhi,Cochin,3/03/2019,04:55,16h 25m,2 stops,No info,97.889
522,SpiceJet,Delhi,Cochin,21/04/2019,06:05,5h 15m,1 stop,No info,61.413
523,Air Asia,Delhi,Cochin,27/05/2019,16:45,13h 50m,1 stop,No info,74.272
524,SpiceJet,Chennai,Kolkata,21/05/2019,08:20,2h 15m,non-stop,No check-in baggage included,38.973
525,Jet Airways,Banglore,New Delhi,21/03/2019,08:00,7h 15m,1 stop,In-flight meal not included,86.152
526,Air India,Kolkata,Banglore,1/05/2019,05:50,27h 5m,2 stops,No info,120.901
527,Jet Airways,Delhi,Cochin,27/05/2019,09:00,27h 35m,1 stop,In-flight meal not included,141.878
528,Jet Airways,Delhi,Cochin,27/05/2019,14:00,5h,1 stop,In-flight meal not included,141.878
529,GoAir,Banglore,Delhi,24/05/2019,11:40,2h 50m,non-stop,No info,37.378
530,Air India,Delhi,Cochin,24/04/2019,05:10,2h 50m,non-stop,No info,57.211
531,Air India,Kolkata,Banglore,6/05/2019,10:00,15h 20m,2 stops,No info,152.603
532,Air India,Delhi,Cochin,15/06/2019,17:40,5h 20m,1 stop,No info,81.224
533,Jet Airways,Delhi,Cochin,6/06/2019,18:15,10h 10m,1 stop,In-flight meal not included,112.882
534,Jet Airways,Kolkata,Banglore,24/03/2019,08:25,27h 35m,1 stop,In-flight meal not included,110.341
535,Jet Airways,Kolkata,Banglore,6/05/2019,09:35,9h 35m,1 stop,In-flight meal not included,136.224
536,Jet Airways,Kolkata,Banglore,9/05/2019,14:05,28h 10m,1 stop,In-flight meal not included,85.327
537,Jet Airways,Banglore,New Delhi,06/03/2019,21:25,14h,1 stop,No info,189.871
538,SpiceJet,Chennai,Kolkata,1/03/2019,09:30,2h 35m,non-stop,No info,80.278
539,Jet Airways,Banglore,Delhi,6/04/2019,15:15,2h 55m,non-stop,No info,79.519
540,IndiGo,Kolkata,Banglore,1/04/2019,04:40,2h 35m,non-stop,No info,45.914
541,IndiGo,Kolkata,Banglore,18/05/2019,17:35,4h 40m,1 stop,No info,62.689
542,Air India,Kolkata,Banglore,24/04/2019,14:15,2h 30m,non-stop,No info,53.68
543,Air India,Delhi,Cochin,6/03/2019,08:00,11h 15m,1 stop,No info,168.124
544,Jet Airways,Kolkata,Banglore,24/03/2019,08:25,7h 55m,1 stop,No info,151.349
545,Vistara,Kolkata,Banglore,24/03/2019,09:55,8h 50m,1 stop,No info,177.012
546,IndiGo,Mumbai,Hyderabad,9/03/2019,06:20,1h 25m,non-stop,No info,48.312
547,Jet Airways,Delhi,Cochin,24/06/2019,20:55,15h 40m,1 stop,In-flight meal not included,112.882
548,SpiceJet,Kolkata,Banglore,12/06/2019,06:55,2h 35m,non-stop,No check-in baggage included,42.251
549,GoAir,Banglore,Delhi,1/06/2019,07:45,2h 55m,non-stop,No info,55.528
550,Air India,Kolkata,Banglore,21/05/2019,07:00,13h 25m,1 stop,No info,122.056
551,IndiGo,Delhi,Cochin,24/04/2019,07:35,4h 35m,1 stop,No info,55.803
552,Jet Airways,Delhi,Cochin,3/03/2019,09:55,18h 30m,1 stop,No info,218.108
553,Vistara,Chennai,Kolkata,21/03/2019,07:05,2h 15m,non-stop,No info,41.129
554,Air India,Delhi,Cochin,9/03/2019,05:00,38h 15m,2 stops,No info,116.578
555,Jet Airways,Banglore,Delhi,15/06/2019,18:55,3h 5m,non-stop,In-flight meal not included,79.519
556,Vistara,Kolkata,Banglore,1/04/2019,17:00,25h 50m,1 stop,No info,94.71
