Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
SpiceJet,Chennai,Kolkata,18/03/2019,09:30,2h 35m,non-stop,No info,42.449
Multiple carriers,Delhi,Cochin,6/06/2019,07:30,11h 45m,1 stop,No info,99.011
Vistara,Banglore,Delhi,9/05/2019,17:00,2h 35m,non-stop,No info,53.658
IndiGo,Mumbai,Hyderabad,3/05/2019,02:35,1h 30m,non-stop,No info,30.294
Vistara,Banglore,Delhi,27/06/2019,07:00,2h 40m,non-stop,No info,51.348
Air Asia,Kolkata,Banglore,12/05/2019,10:20,2h 35m,non-stop,No info,57.376
Jet Airways,Delhi,Cochin,6/06/2019,05:30,22h 55m,2 stops,In-flight meal not included,114.048
IndiGo,Delhi,Cochin,9/03/2019,06:40,14h 40m,2 stops,No info,89.606
Jet Airways,Delhi,Cochin,27/03/2019,13:00,15h 25m,1 stop,No info,134.662
Jet Airways,Banglore,New Delhi,15/03/2019,08:00,7h 15m,1 stop,In-flight meal not included,100.474
Air India,Delhi,Cochin,6/06/2019,13:15,20h 10m,2 stops,No info,120.329
Air India,Delhi,Cochin,6/06/2019,10:55,20h 45m,2 stops,No info,129.283
SpiceJet,Kolkata,Banglore,24/04/2019,17:10,2h 30m,non-stop,No info,45.914
Jet Airways,Kolkata,Banglore,21/05/2019,20:00,23h 50m,1 stop,In-flight meal not included,119.284
Jet Airways,Delhi,Cochin,3/06/2019,16:00,27h,1 stop,No info,161.854
Jet Airways,Kolkata,Banglore,12/06/2019,06:30,5h 30m,1 stop,In-flight meal not included,108.889
IndiGo,Delhi,Cochin,3/03/2019,09:10,11h 50m,1 stop,No info,163.581
IndiGo,Chennai,Kolkata,6/03/2019,13:20,2h 15m,non-stop,No info,80.245
Air India,Delhi,Cochin,6/06/2019,18:45,24h 30m,2 stops,No info,148.115
SpiceJet,Chennai,Kolkata,21/05/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
Multiple carriers,Delhi,Cochin,27/06/2019,19:00,6h 30m,1 stop,No info,79.178
Jet Airways,Delhi,Cochin,1/06/2019,08:00,20h 25m,1 stop,In-flight meal not included,112.882
IndiGo,Kolkata,Banglore,15/03/2019,15:20,2h 35m,non-stop,No info,45.628
Jet Airways,Banglore,Delhi,27/06/2019,15:15,2h 55m,non-stop,No info,88.176
Jet Airways,Delhi,Cochin,9/06/2019,22:50,5h 35m,1 stop,In-flight meal not included,112.882
SpiceJet,Kolkata,Banglore,15/06/2019,14:55,2h 30m,non-stop,No check-in baggage included,42.251
Jet Airways,Banglore,New Delhi,12/03/2019,09:45,14h 45m,1 stop,No info,126.577
Jet Airways,Kolkata,Banglore,1/05/2019,08:25,12h 20m,1 stop,No info,162.591
Jet Airways,Delhi,Cochin,27/05/2019,17:30,25h 30m,1 stop,No info,176.869
Jet Airways,Delhi,Cochin,27/05/2019,22:50,5h 35m,1 stop,In-flight meal not included,141.878
Multiple carriers,Delhi,Cochin,6/03/2019,07:30,11h 45m,1 stop,No info,168.883
IndiGo,Banglore,New Delhi,24/03/2019,18:25,2h 55m,non-stop,No info,80.333
SpiceJet,Kolkata,Banglore,24/03/2019,15:05,5h 40m,1 stop,No info,68.167
Air India,Kolkata,Banglore,9/06/2019,09:10,4h 5m,1 stop,No info,98.956
IndiGo,Delhi,Cochin,21/03/2019,14:20,8h,1 stop,No info,71.808
GoAir,Banglore,Delhi,9/04/2019,20:55,2h 45m,non-stop,No info,46.629
IndiGo,Kolkata,Banglore,12/03/2019,20:25,2h 40m,non-stop,No info,45.628
SpiceJet,Banglore,Delhi,24/05/2019,21:10,2h 55m,non-stop,No info,43.681
Air Asia,Kolkata,Banglore,6/05/2019,07:35,15h 55m,1 stop,No info,57.112
Jet Airways,Delhi,Cochin,9/04/2019,13:25,23h 10m,2 stops,No info,104.313
Jet Airways,Delhi,Cochin,3/06/2019,11:40,7h 20m,2 stops,No info,206.844
Air India,Delhi,Cochin,18/06/2019,05:10,2h 50m,non-stop,No info,57.211
Jet Airways,Delhi,Cochin,27/05/2019,11:30,7h 30m,1 stop,No info,176.869
Jet Airways,Banglore,Delhi,15/06/2019,19:50,3h,non-stop,In-flight meal not included,79.519
Multiple carriers,Delhi,Cochin,27/05/2019,17:45,7h 45m,1 stop,No info,74.745
Jet Airways,Kolkata,Banglore,9/05/2019,09:35,25h 20m,1 stop,No info,120.483
Multiple carriers,Delhi,Cochin,24/06/2019,15:05,10h 25m,2 stops,No info,175.615
Air India,Delhi,Cochin,9/04/2019,12:55,30h 20m,2 stops,No info,109.648
IndiGo,Kolkata,Banglore,6/06/2019,22:15,2h 35m,non-stop,No info,52.844
Jet Airways,Delhi,Cochin,27/05/2019,10:00,9h,1 stop,No info,176.869
Jet Airways,Delhi,Cochin,12/06/2019,21:25,15h 10m,2 stops,In-flight meal not included,126.577
Air India,Kolkata,Banglore,9/06/2019,09:25,28h 20m,2 stops,No info,126.962
Jet Airways,Banglore,Delhi,24/04/2019,17:45,3h,non-stop,No info,79.519
Jet Airways,Banglore,Delhi,27/04/2019,06:00,2h 45m,non-stop,In-flight meal not included,49.984
IndiGo,Delhi,Cochin,15/05/2019,05:10,4h 55m,1 stop,No info,71.456
IndiGo,Kolkata,Banglore,15/06/2019,21:25,2h 40m,non-stop,No info,52.844
Air India,Banglore,New Delhi,01/03/2019,11:05,22h 10m,1 stop,No info,147.829
Jet Airways,Delhi,Cochin,27/03/2019,18:15,10h 10m,1 stop,In-flight meal not included,71.940
IndiGo,Banglore,Delhi,1/06/2019,23:30,2h 50m,non-stop,No info,50.501
IndiGo,Banglore,New Delhi,18/03/2019,16:15,4h 20m,1 stop,No info,48.807
Air Asia,Delhi,Cochin,21/03/2019,20:10,11h,1 stop,No info,67.661
Jet Airways,Banglore,Delhi,21/06/2019,17:45,3h,non-stop,In-flight meal not included,85.294
Jet Airways,Delhi,Cochin,24/06/2019,14:00,22h 35m,1 stop,In-flight meal not included,112.882
Jet Airways,Banglore,Delhi,9/06/2019,18:55,3h 5m,non-stop,No info,88.176
SpiceJet,Kolkata,Banglore,24/03/2019,06:55,2h 40m,non-stop,No check-in baggage included,52.591
Vistara,Banglore,Delhi,27/06/2019,11:30,2h 50m,non-stop,No info,51.348
Air India,Banglore,New Delhi,06/03/2019,11:50,21h 5m,1 stop,No info,160.534
Jet Airways,Kolkata,Banglore,24/03/2019,16:55,11h 50m,1 stop,No info,156.541
Air India,Delhi,Cochin,15/05/2019,05:15,25h 35m,1 stop,No info,92.675
Multiple carriers,Delhi,Cochin,12/06/2019,07:05,15h 25m,1 stop,No info,106.106
IndiGo,Chennai,Kolkata,3/03/2019,14:40,2h 25m,non-stop,No info,80.245
Air Asia,Kolkata,Banglore,9/04/2019,06:50,3h 40m,1 stop,No info,56.782
IndiGo,Banglore,New Delhi,09/03/2019,18:25,2h 55m,non-stop,No info,75.460
Vistara,Delhi,Cochin,15/04/2019,06:00,3h 10m,non-stop,No info,68.376
Air Asia,Kolkata,Banglore,24/05/2019,07:35,11h 50m,1 stop,No info,57.112
IndiGo,Banglore,Delhi,9/04/2019,20:00,2h 50m,non-stop,No info,53.053
SpiceJet,Banglore,Delhi,3/04/2019,09:30,2h 50m,non-stop,No check-in baggage included,43.109
IndiGo,Mumbai,Hyderabad,3/06/2019,19:05,1h 30m,non-stop,No info,30.294
Multiple carriers,Delhi,Cochin,9/05/2019,07:30,11h 30m,1 stop,No info,102.465
Multiple carriers,Delhi,Cochin,27/03/2019,10:00,8h 50m,1 stop,No info,128.337
Jet Airways,Kolkata,Banglore,12/06/2019,08:25,20h 15m,1 stop,In-flight meal not included,68.464
Air India,Kolkata,Banglore,24/03/2019,09:25,20h 10m,2 stops,No info,146.839
Jet Airways,Banglore,New Delhi,18/03/2019,16:55,16h 5m,1 stop,In-flight meal not included,121.957
Multiple carriers,Delhi,Cochin,6/03/2019,13:00,12h 35m,1 stop,No info,171.633
Jet Airways,Delhi,Cochin,9/05/2019,19:30,17h 5m,2 stops,No info,166.419
IndiGo,Banglore,Delhi,9/04/2019,16:55,3h,non-stop,No info,53.053
Vistara,Kolkata,Banglore,1/05/2019,07:10,15h 30m,1 stop,No info,92.972
Multiple carriers,Delhi,Cochin,6/06/2019,07:30,11h 30m,1 stop,No info,137.764
SpiceJet,Chennai,Kolkata,27/03/2019,17:45,2h 20m,non-stop,No info,37.224
Jet Airways,Delhi,Cochin,1/06/2019,19:15,23h 45m,1 stop,In-flight meal not included,112.882
SpiceJet,Mumbai,Hyderabad,18/06/2019,13:15,1h 30m,non-stop,No check-in baggage included,21.615
IndiGo,Kolkata,Banglore,18/05/2019,22:15,2h 35m,non-stop,No info,52.844
Jet Airways,Delhi,Cochin,27/05/2019,18:15,24h 45m,1 stop,No info,176.869
Jet Airways,Delhi,Cochin,1/06/2019,21:25,21h 35m,2 stops,No info,146.212
Air Asia,Delhi,Cochin,9/05/2019,07:55,5h 30m,1 stop,No info,74.261
Air India,Delhi,Cochin,15/05/2019,07:00,12h 15m,1 stop,No info,95.359
IndiGo,Delhi,Cochin,3/03/2019,17:30,8h 5m,1 stop,No info,163.581
Jet Airways,Delhi,Cochin,21/05/2019,14:00,5h,1 stop,In-flight meal not included,141.878
SpiceJet,Banglore,Delhi,6/06/2019,09:30,2h 50m,non-stop,No check-in baggage included,43.109
Multiple carriers,Delhi,Cochin,1/03/2019,12:50,6h 25m,1 stop,No info,406.813
IndiGo,Chennai,Kolkata,3/06/2019,19:35,2h 20m,non-stop,No info,39.567
Air India,Banglore,New Delhi,09/03/2019,17:00,2h 45m,non-stop,No info,118.151
Air India,Kolkata,Banglore,6/06/2019,16:50,12h 45m,2 stops,No info,125.752
Jet Airways,Banglore,New Delhi,12/03/2019,18:55,15h 50m,1 stop,In-flight meal not included,121.957
Jet Airways,Delhi,Cochin,3/06/2019,09:35,27h,2 stops,No info,146.212
Air India,Delhi,Cochin,15/06/2019,05:15,26h 25m,3 stops,No info,115.423
GoAir,Banglore,New Delhi,09/03/2019,07:45,2h 55m,non-stop,No info,83.941
Air India,Delhi,Cochin,6/06/2019,06:50,24h 50m,2 stops,No info,147.191
Jet Airways,Kolkata,Banglore,6/06/2019,20:00,8h 40m,1 stop,No info,151.041
Air India,Delhi,Cochin,21/05/2019,05:55,25h 45m,2 stops,No info,131.021
IndiGo,Banglore,Delhi,18/04/2019,23:30,2h 50m,non-stop,No info,50.501
Multiple carriers,Delhi,Cochin,3/06/2019,13:00,6h 15m,1 stop,No info,163.328
Multiple carriers,Delhi,Cochin,12/06/2019,08:45,10h 30m,1 stop,No info,90.926
Air India,Delhi,Cochin,18/05/2019,17:15,26h,2 stops,No info,136.312
Jet Airways,Kolkata,Banglore,12/06/2019,18:55,17h 5m,1 stop,No info,143.484
Jet Airways,Delhi,Cochin,21/05/2019,07:05,21h 20m,1 stop,In-flight meal not included,141.878
Jet Airways,Delhi,Cochin,21/03/2019,22:50,5h 35m,1 stop,No info,134.662
IndiGo,Banglore,Delhi,18/05/2019,10:10,2h 50m,non-stop,No info,43.373
Vistara,Kolkata,Banglore,24/03/2019,20:20,25h 50m,1 stop,No info,122.155
Jet Airways,Kolkata,Banglore,12/05/2019,21:10,12h 10m,1 stop,No info,158.268
Jet Airways,Delhi,Cochin,18/05/2019,19:30,17h 5m,2 stops,No info,143.154
Multiple carriers,Delhi,Cochin,6/03/2019,10:20,8h 30m,1 stop,No info,169.521
Jet Airways,Delhi,Cochin,9/03/2019,19:45,23h 5m,1 stop,No info,179.179
IndiGo,Delhi,Cochin,15/05/2019,06:50,9h 20m,1 stop,No info,70.862
Jet Airways,Kolkata,Banglore,18/05/2019,08:25,7h 55m,1 stop,In-flight meal not included,119.284
Jet Airways,Mumbai,Hyderabad,18/05/2019,10:20,1h 30m,non-stop,No info,62.458
IndiGo,Banglore,Delhi,12/04/2019,23:30,2h 50m,non-stop,No info,75.966
SpiceJet,Chennai,Kolkata,21/05/2019,09:45,2h 15m,non-stop,No check-in baggage included,38.973
Jet Airways,Delhi,Cochin,6/06/2019,09:00,10h,1 stop,No info,161.854
Vistara Premium economy,Banglore,New Delhi,03/03/2019,16:00,2h 35m,non-stop,No info,129.723
Multiple carriers,Delhi,Cochin,15/05/2019,11:30,7h 45m,1 stop,No info,157.553
SpiceJet,Banglore,Delhi,9/04/2019,21:10,2h 55m,non-stop,No info,43.681
Vistara,Kolkata,Banglore,6/05/2019,20:20,26h 20m,1 stop,No info,92.972
Vistara,Banglore,Delhi,12/04/2019,07:00,2h 40m,non-stop,No info,59.433
Multiple carriers,Delhi,Cochin,9/05/2019,10:00,11h,1 stop,No info,150.997
Air India,Kolkata,Banglore,1/04/2019,10:00,19h 25m,2 stops,No info,139.029
Jet Airways,Banglore,Delhi,18/04/2019,15:15,2h 55m,non-stop,In-flight meal not included,57.178
Vistara,Banglore,Delhi,1/06/2019,19:30,2h 45m,non-stop,No info,53.658
Jet Airways,Delhi,Cochin,18/05/2019,19:45,23h 15m,1 stop,In-flight meal not included,136.103
Multiple carriers,Delhi,Cochin,3/03/2019,07:10,9h,1 stop,In-flight meal not included,94.072
Vistara,Delhi,Cochin,21/04/2019,14:40,3h 10m,non-stop,No info,74.151
Multiple carriers,Delhi,Cochin,9/04/2019,12:50,6h 25m,1 stop,No info,71.291
Multiple carriers,Delhi,Cochin,6/06/2019,10:35,8h 40m,1 stop,No info,80.894
Air India,Banglore,Delhi,21/04/2019,21:05,2h 50m,non-stop,No info,57.508
Jet Airways,Kolkata,Banglore,12/05/2019,08:25,12h 20m,1 stop,In-flight meal not included,119.284
IndiGo,Delhi,Cochin,18/05/2019,06:50,5h 20m,1 stop,No info,69.817
Air India,Banglore,New Delhi,15/03/2019,08:15,4h,1 stop,No info,55.143
Jet Airways,Kolkata,Banglore,9/06/2019,18:55,9h 45m,1 stop,In-flight meal not included,106.293
IndiGo,Banglore,Delhi,6/04/2019,18:25,2h 55m,non-stop,No info,53.053
Air India,Delhi,Cochin,24/06/2019,16:55,26h 20m,2 stops,No info,147.191
SpiceJet,Chennai,Kolkata,1/06/2019,09:45,2h 15m,non-stop,No check-in baggage included,38.973
Jet Airways,Kolkata,Banglore,15/05/2019,18:55,9h 45m,1 stop,In-flight meal not included,106.293
Jet Airways,Kolkata,Banglore,1/04/2019,18:55,24h 55m,1 stop,In-flight meal not included,77.704
Jet Airways,Delhi,Cochin,9/06/2019,07:05,11h 55m,1 stop,In-flight meal not included,112.882
Air India,Delhi,Cochin,1/06/2019,10:55,8h 20m,2 stops,No info,143.143
Jet Airways,Delhi,Cochin,27/06/2019,19:10,17h 25m,2 stops,No info,168.729
GoAir,Banglore,Delhi,18/04/2019,11:40,2h 50m,non-stop,No info,54.307
IndiGo,Delhi,Cochin,6/06/2019,05:05,7h 5m,1 stop,No info,74.998
Air India,Delhi,Cochin,18/05/2019,22:00,21h 15m,2 stops,No info,114.851
Jet Airways,Delhi,Cochin,3/04/2019,14:00,5h,1 stop,In-flight meal not included,56.947
IndiGo,Chennai,Kolkata,27/06/2019,11:35,2h 25m,non-stop,No info,42.438
IndiGo,Kolkata,Banglore,18/05/2019,21:00,5h 15m,1 stop,No info,71.874
Multiple carriers,Delhi,Cochin,15/06/2019,10:20,15h 10m,1 stop,No info,74.745
Multiple carriers,Delhi,Cochin,3/06/2019,07:30,11h 45m,1 stop,No info,107.096
Jet Airways,Banglore,Delhi,1/05/2019,19:50,3h,non-stop,No info,79.519
SpiceJet,Delhi,Cochin,24/04/2019,17:55,4h 55m,1 stop,No info,54.527
IndiGo,Banglore,New Delhi,09/03/2019,06:00,2h 45m,non-stop,No info,84.128
SpiceJet,Kolkata,Banglore,15/06/2019,14:55,2h 30m,non-stop,No info,42.603
Jet Airways,Kolkata,Banglore,12/05/2019,18:55,9h 45m,1 stop,No info,158.268
IndiGo,Kolkata,Banglore,6/03/2019,17:15,2h 40m,non-stop,No info,61.798
Multiple carriers,Delhi,Cochin,9/06/2019,19:00,6h 30m,1 stop,No info,81.488
Air Asia,Delhi,Cochin,3/03/2019,16:45,5h 30m,1 stop,No info,151.514
Vistara,Banglore,Delhi,3/05/2019,07:00,2h 40m,non-stop,No info,51.348
Jet Airways,Delhi,Cochin,21/03/2019,18:20,34h 5m,2 stops,No info,143.902
Air India,Delhi,Cochin,3/06/2019,03:50,15h 25m,1 stop,No info,95.359
IndiGo,Delhi,Cochin,24/06/2019,16:00,9h 30m,1 stop,No info,69.476
Jet Airways,Delhi,Cochin,6/03/2019,22:20,6h 5m,1 stop,In-flight meal not included,138.413
Vistara,Banglore,New Delhi,09/03/2019,16:10,2h 40m,non-stop,No info,87.153
GoAir,Delhi,Cochin,3/03/2019,07:00,5h 50m,1 stop,No info,81.158
Vistara,Banglore,Delhi,3/06/2019,19:30,2h 45m,non-stop,No info,53.658
Jet Airways,Kolkata,Banglore,18/05/2019,16:30,27h 20m,1 stop,In-flight meal not included,119.284
Jet Airways,Banglore,Delhi,3/04/2019,08:20,3h,non-stop,No info,79.519
SpiceJet,Delhi,Cochin,21/05/2019,06:05,5h 15m,1 stop,No info,69.267
Jet Airways,Kolkata,Banglore,12/06/2019,20:00,16h,1 stop,In-flight meal not included,93.819
Multiple carriers,Delhi,Cochin,18/05/2019,14:00,7h,1 stop,No info,150.997
SpiceJet,Kolkata,Banglore,24/05/2019,08:35,8h 40m,1 stop,No info,73.073
Multiple carriers,Delhi,Cochin,9/05/2019,10:00,9h,1 stop,No info,112.167
SpiceJet,Kolkata,Banglore,21/04/2019,22:20,2h 20m,non-stop,No info,54.021
IndiGo,Chennai,Kolkata,6/03/2019,05:15,2h 20m,non-stop,No info,71.302
Jet Airways,Banglore,New Delhi,01/03/2019,08:55,6h 20m,1 stop,No info,295.790
IndiGo,Kolkata,Banglore,18/05/2019,19:20,4h 25m,1 stop,No info,40.887
IndiGo,Chennai,Kolkata,1/06/2019,13:15,2h 20m,non-stop,No info,39.567
Air India,Banglore,New Delhi,18/03/2019,11:05,11h 5m,2 stops,No info,119.306
Air India,Banglore,New Delhi,01/03/2019,05:50,16h 55m,1 stop,No info,154.759
Jet Airways,Delhi,Cochin,1/04/2019,22:50,13h 45m,1 stop,In-flight meal not included,56.947
Air India,Delhi,Cochin,6/03/2019,05:55,25h 45m,2 stops,No info,161.051
IndiGo,Delhi,Cochin,6/06/2019,08:35,13h 55m,1 stop,No info,70.862
Air India,Delhi,Cochin,21/03/2019,17:45,5h 15m,1 stop,No info,62.744
Jet Airways,Kolkata,Banglore,6/05/2019,14:05,19h 15m,1 stop,In-flight meal not included,106.293
Jet Airways,Delhi,Cochin,6/06/2019,20:55,7h 30m,1 stop,No info,161.854
Jet Airways,Delhi,Cochin,1/04/2019,10:00,9h,1 stop,In-flight meal not included,59.466
Vistara,Kolkata,Banglore,15/05/2019,20:20,24h,1 stop,No info,94.710
Jet Airways,Delhi,Cochin,12/06/2019,18:25,18h 10m,2 stops,No info,156.607
IndiGo,Banglore,Delhi,9/06/2019,07:10,2h 55m,non-stop,No info,53.053
IndiGo,Mumbai,Hyderabad,27/03/2019,20:05,1h 30m,non-stop,No info,24.497
Jet Airways,Delhi,Cochin,18/05/2019,07:05,21h 20m,1 stop,In-flight meal not included,136.103
Air India,Delhi,Cochin,6/06/2019,13:00,6h 15m,1 stop,No info,92.092
Jet Airways,Delhi,Cochin,3/03/2019,13:55,14h 30m,1 stop,No info,187.264
Air India,Mumbai,Hyderabad,27/05/2019,21:05,1h 20m,non-stop,No info,34.100
Jet Airways,Delhi,Cochin,9/03/2019,06:50,12h 55m,1 stop,In-flight meal not included,154.583
IndiGo,Chennai,Kolkata,9/05/2019,05:15,2h 25m,non-stop,No info,38.940
Vistara,Kolkata,Banglore,21/05/2019,20:20,22h 30m,1 stop,No info,102.795
Jet Airways,Delhi,Cochin,1/06/2019,05:30,22h 55m,2 stops,In-flight meal not included,114.048
Jet Airways,Banglore,New Delhi,01/03/2019,07:00,5h 25m,1 stop,No info,295.790
SpiceJet,Mumbai,Hyderabad,9/03/2019,08:50,1h 25m,non-stop,No info,63.305
Jet Airways,Banglore,New Delhi,21/03/2019,08:55,7h 15m,1 stop,In-flight meal not included,86.152
Jet Airways,Kolkata,Banglore,6/05/2019,08:25,12h 20m,1 stop,No info,158.268
Air India,Delhi,Cochin,27/06/2019,13:15,20h 10m,2 stops,No info,97.229
Air India,Delhi,Cochin,3/03/2019,22:00,21h 15m,2 stops,No info,243.056
Vistara,Chennai,Kolkata,27/05/2019,07:05,2h 15m,non-stop,No info,40.557
Multiple carriers,Delhi,Cochin,15/05/2019,08:30,10h 30m,1 stop,No info,105.897
Multiple carriers,Delhi,Cochin,21/03/2019,11:30,14h 5m,1 stop,No info,148.962
IndiGo,Banglore,Delhi,27/04/2019,04:00,2h 50m,non-stop,No info,48.653
IndiGo,Delhi,Cochin,3/03/2019,04:55,16h 25m,2 stops,No info,97.889
SpiceJet,Delhi,Cochin,21/04/2019,06:05,5h 15m,1 stop,No info,61.413
Air Asia,Delhi,Cochin,27/05/2019,16:45,13h 50m,1 stop,No info,74.272
SpiceJet,Chennai,Kolkata,21/05/2019,08:20,2h 15m,non-stop,No check-in baggage included,38.973
Jet Airways,Banglore,New Delhi,21/03/2019,08:00,7h 15m,1 stop,In-flight meal not included,86.152
Air India,Kolkata,Banglore,1/05/2019,05:50,27h 5m,2 stops,No info,120.901
Jet Airways,Delhi,Cochin,27/05/2019,09:00,27h 35m,1 stop,In-flight meal not included,141.878
Jet Airways,Delhi,Cochin,27/05/2019,14:00,5h,1 stop,In-flight meal not included,141.878
GoAir,Banglore,Delhi,24/05/2019,11:40,2h 50m,non-stop,No info,37.378
Air India,Delhi,Cochin,24/04/2019,05:10,2h 50m,non-stop,No info,57.211
Air India,Kolkata,Banglore,6/05/2019,10:00,15h 20m,2 stops,No info,152.603
Air India,Delhi,Cochin,15/06/2019,17:40,5h 20m,1 stop,No info,81.224
Jet Airways,Delhi,Cochin,6/06/2019,18:15,10h 10m,1 stop,In-flight meal not included,112.882
Jet Airways,Kolkata,Banglore,24/03/2019,08:25,27h 35m,1 stop,In-flight meal not included,110.341
Jet Airways,Kolkata,Banglore,6/05/2019,09:35,9h 35m,1 stop,In-flight meal not included,136.224
Jet Airways,Kolkata,Banglore,9/05/2019,14:05,28h 10m,1 stop,In-flight meal not included,85.327
Jet Airways,Banglore,New Delhi,06/03/2019,21:25,14h,1 stop,No info,189.871
SpiceJet,Chennai,Kolkata,1/03/2019,09:30,2h 35m,non-stop,No info,80.278
Jet Airways,Banglore,Delhi,6/04/2019,15:15,2h 55m,non-stop,No info,79.519
IndiGo,Kolkata,Banglore,1/04/2019,04:40,2h 35m,non-stop,No info,45.914
IndiGo,Kolkata,Banglore,18/05/2019,17:35,4h 40m,1 stop,No info,62.689
Air India,Kolkata,Banglore,24/04/2019,14:15,2h 30m,non-stop,No info,53.680
Air India,Delhi,Cochin,6/03/2019,08:00,11h 15m,1 stop,No info,168.124
Jet Airways,Kolkata,Banglore,24/03/2019,08:25,7h 55m,1 stop,No info,151.349
Vistara,Kolkata,Banglore,24/03/2019,09:55,8h 50m,1 stop,No info,177.012
IndiGo,Mumbai,Hyderabad,9/03/2019,06:20,1h 25m,non-stop,No info,48.312
Jet Airways,Delhi,Cochin,24/06/2019,20:55,15h 40m,1 stop,In-flight meal not included,112.882
SpiceJet,Kolkata,Banglore,12/06/2019,06:55,2h 35m,non-stop,No check-in baggage included,42.251
GoAir,Banglore,Delhi,1/06/2019,07:45,2h 55m,non-stop,No info,55.528
Air India,Kolkata,Banglore,21/05/2019,07:00,13h 25m,1 stop,No info,122.056
IndiGo,Delhi,Cochin,24/04/2019,07:35,4h 35m,1 stop,No info,55.803
Jet Airways,Delhi,Cochin,3/03/2019,09:55,18h 30m,1 stop,No info,218.108
Vistara,Chennai,Kolkata,21/03/2019,07:05,2h 15m,non-stop,No info,41.129
Air India,Delhi,Cochin,9/03/2019,05:00,38h 15m,2 stops,No info,116.578
Jet Airways,Banglore,Delhi,15/06/2019,18:55,3h 5m,non-stop,In-flight meal not included,79.519
Vistara,Kolkata,Banglore,1/04/2019,17:00,25h 50m,1 stop,No info,94.710
Vistara,Delhi,Cochin,9/05/2019,14:40,3h 10m,non-stop,No info,68.376
Air India,Banglore,Delhi,9/06/2019,13:20,2h 50m,non-stop,No info,76.571
Jet Airways,Kolkata,Banglore,6/05/2019,09:35,11h 30m,1 stop,In-flight meal not included,117.733
Jet Airways,Kolkata,Banglore,15/05/2019,17:00,6h 35m,1 stop,No info,155.661
Jet Airways,Kolkata,Banglore,9/05/2019,06:30,27h 35m,1 stop,In-flight meal not included,94.446
IndiGo,Kolkata,Banglore,12/04/2019,20:20,2h 35m,non-stop,No info,49.368
Multiple carriers,Delhi,Cochin,15/06/2019,18:00,7h 30m,1 stop,No info,81.488
Jet Airways,Delhi,Cochin,18/04/2019,11:00,3h 15m,non-stop,In-flight meal not included,59.873
Jet Airways,Kolkata,Banglore,12/06/2019,09:35,9h 35m,1 stop,In-flight meal not included,115.929
Multiple carriers,Delhi,Cochin,1/06/2019,13:00,12h 30m,1 stop,No info,84.953
Multiple carriers,Delhi,Cochin,6/03/2019,07:30,11h 20m,1 stop,No info,169.521
Jet Airways,Banglore,Delhi,21/05/2019,07:10,3h,non-stop,No info,79.519
IndiGo,Kolkata,Banglore,21/06/2019,20:20,2h 35m,non-stop,No info,52.844
Jet Airways,Mumbai,Hyderabad,3/03/2019,02:55,1h 30m,non-stop,In-flight meal not included,44.550
Jet Airways,Kolkata,Banglore,18/05/2019,17:00,26h 10m,1 stop,No info,155.661
SpiceJet,Delhi,Cochin,6/04/2019,17:55,4h 55m,1 stop,No info,54.527
Air India,Banglore,New Delhi,03/03/2019,21:10,2h 45m,non-stop,No info,83.501
Jet Airways,Kolkata,Banglore,24/03/2019,13:55,8h 40m,1 stop,In-flight meal not included,122.474
IndiGo,Delhi,Cochin,27/05/2019,05:05,7h 5m,1 stop,No info,72.600
